,Title,Price,Rating,Review Count,Availability,Brand,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,Ram Memory Installed Size,Unnamed: 12,Memory Storage Capacity,Display Resolution Maximum,Operating System,Special Feature,CPU Speed,Graphics Card Description,Graphics Coprocessor,Resolution,Aspect Ratio,pricePerRam,priceperharddrive,LogPrice
740,"Lenovo Essential Touchscreen Laptop | Ideapad 3i | 40GB RAM | 15.6"" FHD Touch Screen Display | 1TB SSD Storage | Intel Core i3 Processor | Windows 11 Pro | Business and Home Lover Laptop W/o Earbuds",379,4.4,0.002617946861248816,out of stock,Lenovo,IdeaPad 3i,15.6,Gray,1024,Intel Core i3,40,,,,,,,,,,,9.475,0.3701171875,5.940171252720432
741,"HP New 14"" HD Ultra Light Thin Laptop, Quad-Core Intel Celeron Processor, 16GB RAM, 320GB (64GB eMMC+ 256GB Card), Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, Black",299,4.3,0.0006405614660502422,out of stock,HP,Newest HP 14 Inch Laptop,14.0,Black,64,Celeron N,16,,,,,,,,,,,18.6875,4.671875,5.703782474656201
742,"GPD Pocket 4 [AI 370-32GB+1TB] Modular Handheld Laptop PC Notebook 8.8"" 2560x1600 Rotating Screen Tablet PC Computer Win 11 Home OS 180 Degrees Rotation AI PC",1459,4.3,0.0008912159527655545,In Stock,LANRUO,GPD Pocket 4,8.8,Black,1024,AMD R Series,32,,,,,,,,,,,45.59375,1.4248046875,7.286191714702382
743,"Lenovo Flex IdeaPad 5i 16"" Touchscreen 2-in-1 Laptop- Intel Core i7-1920 x 1200 Digital Pen - Copilot AI PC-FHD Webcam - Thunderbolt 4 – Fingerprint (Windows 11 Home, 16GB RAM - 1TB PCIe SSD)",749,4.3,0.0008912159527655545,In Stock,Lenovo,IdeaPad 5i,16.0,Black,1024,Core i7,16,,,,,,,,,,,46.8125,0.7314453125,6.620073206530356
744,"HP Chromebook 14-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14a-na0020nr, Ceramic White)",22,4.4,0.17743552609591712,out of stock,HP,Chromebook,14.0,Ceramic White,32,Celeron N,4,,,,,,,,,,,5.5,0.6875,3.1354942159291497
745,"Lenovo ThinkPad T16 Gen 3 2024 Laptop 16"" WUXGA IPS 12-Core Intel Ultra 7 155U 24GB DDR5 1TB SSD Iris Xe Graphics Thunderbolt 4 Wi-Fi 6E Backlit Keyboard Fingerprint Win11 Pro w/ONT 32GB USB",516,4.3,0.0008912159527655545,out of stock,Lenovo,ThinkPad T16 Gen 3,16.0,Black,1024,Core i7 Family,24,,,,,,,,,,,21.5,0.50390625,6.248042874508429
746,"Lenovo Legion Gaming Laptop, 16"" QHD+ (2560 x 1600) 165 Hz, Intel i9-14900HX, NVIDIA GeForce RTX 4070, 32GB RAM, 2TB SSD, RGB Backlit Keyboard, Windows 11 Home",449,4.2,0.0027293488553445104,out of stock,Lenovo,Legion,16.0,Gray,2048,Intel Core i9,32,,,,,,,,,,,14.03125,0.21923828125,6.1092475827643655
747,"MSI Modern 15 Laptop: 13th Gen Core i9-13900H, 32GB RAM, 1TB SSD, 15.6"" Full HD IPS Display, Backlit Keyboard, Windows 11",1599,4.2,0.0003620564808110065,out of stock,MSI,Modern,15.6,Black,1024,Core i9,32,,,,,,,,,,,49.96875,1.5615234375,7.3777589082278725
748,"MSI Raider GE68HX 16” 240Hz QHD+ Gaming Laptop: Intel Core i9-13950HX, NVIDIA Geforce RTX 4070, 32GB DDR5, 1TB NVMe SSD, Win 11 Home: Black 13VG-068US",1799,2.5,2.785049852392357e-05,out of stock,MSI,Raider GE68HX 13VG-068US,16.0,Black,1024,Core i9,32,,,,,,,,,,,56.21875,1.7568359375,7.495541943884256
749,"HP 14"" FHD Ultra Light Student Laptop, Intel 4-Core N200 Processor, 16GB RAM, 1TB SSD +128GB UFS, 1 Year Office 365, Backlit Keyboard, Wi-Fi 6, Webcam, HDMI, Type-C, Windows 11, w/BWE Accessories",439,4.7,0.0001114019940956943,In Stock,HP,HP,14.0,Silver,1024,Intel Mobile CPU,16,,,,,,,,,,,27.4375,0.4287109375,6.0867747269123065
750,"Hp 2024 Envy 14"" AI 2-in-1 Slim Laptop, WUXGA Touchscreen, AMD Ryzen 5 8640HS (Beats i7 1355U), LPDDR5 6400MHz, Wi-Fi 6E, BT 5.3, Backlit KB, Win 11 (16GB RAM | 512GB SSD)",599,4.2,0.00027850498523923574,out of stock,Hp,Hp envy,14.0,16GB RAM | 512GB SSD,512,AMD R Series,16,,,,,,,,,,,37.4375,1.169921875,6.396929655216146
751,"HP Envy Laptop 2023, 17.3"" FHD IPS Touchscreen, 12-Core 12th Intel Core i7-1260P, Iris Xe Graphics, 64GB DDR4 4TB NVMe SSD, Thunderbolt 4 Wi-Fi 6E Backlit Keyboard, Windows 11 Pro, COU 32GB USB",1499,4.3,0.0008912159527655545,out of stock,HP,HP ENVY,17.3,Natural Silver,4096,Core i7 Family,64,,,,,,,,,,,23.421875,0.365966796875,7.313220387090301
752,"Lenovo ThinkPad X13 Gen 1 Intel Laptop | 13.3"" 1920x1080 FHD | Core i7-10510U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.9 GHz Win 11 Pro Black",1200,4.3,0.0008912159527655545,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Lenovo,ThinkPad X13 Gen 1 Intel Laptop,13.3,Black,512,Core i7,16,,,,,,,,,,,75.0,2.34375,7.0909098220799835
753,"Microsoft Surface Laptop 6 13.5"" Touchscreen Notebook - Intel Core Ultra 7-64 GB - 1 TB SSD - English Keyboard - Black",98,4.3,0.0008912159527655545,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Microsoft,Surface Laptop 6,13.5,Black,1024,Unknown,64,,,,,,,,,,,1.53125,0.095703125,4.59511985013459
754,"acer Aspire Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryze 7 5700U Processor(Up to 4.3GHz), AMD Radeon Graphics, 16GB LPDDR5 RAM, 1TB NVMe SSD, Wi-Fi 5, Windows 11 Home",429,1.0,5.5700997047847156e-05,out of stock,acer,Aspire 3,15.6,Black,1024,Ryzen 7,16,,,,,,,,,,,26.8125,0.4189453125,6.063785208687608
755,"HP 2024 Premium 14"" Micro-Edge Portable Laptop Student Business, Intel Quad-Core N4120, 8GB RAM, 256GB (128GB eMMC+ 128GB Card), Webcam, WiFi, Windows 11S + 1 Year Office 365, MarxsolAccessory Black",299,3.8,8.355149557177074e-05,In Stock,HP,Newest HP 14 Inch Laptop,14.0,Black,64,Celeron N,8,,,,,,,,,,,37.375,4.671875,5.703782474656201
756,"Laptop Computer with MS Office 2024, 14.1 inch HD Display, 8GB RAM/128GB SSD, N5095 Quad Core Processor Notebook PC, Support 2.4G/5G Hz WiFi, BT",199,4.3,0.0008355149557177073,In Stock,RIANIFEL,F14,14.1,Black,128,Celeron,8,,,,,,,,,,,24.875,1.5546875,5.298317366548036
757,"Bmax 14 inch Laptop, 8GB RAM 256GB SSD Laptop, Intel Pentium Silver N5000 Processor, 14 inch FHD IPS Display, Mini HDMI, WiFi 5, BT 5.0, Long Lasting Battery Gaming Laptop, Slim Laptop Computer S14Pro",189,3.8,5.5700997047847156e-05,In Stock,Bmax,S14Pro,14.0,Space grey,256,Pentium,8,,,,,,,,,,,23.625,0.73828125,5.247024072160486
758,Acer Chromebook 315 CB315-3H-C19A Laptop Intel Celeron N4000 15.6 HD (1366 x 768) Display | 4GB LPDDR4 | 64GB eMMC | Intel Wireless 802.11ac Gigabit Wi-Fi | Chrome OS | Sleeve | Pure Silver,163,4.3,0.016766000111401995,out of stock,acer,Chromebook 315,15.6,Silver,868,Celeron N4000,4,,,,,,,,,,,40.75,0.18778801843317972,5.099866427824199
759,"ASUS Vivobook 16X Business Laptop 2024, 16"" WUXGA IPS Display, Intel i7-1355U 10-Core, Iris Xe Graphics, 16GB DDR4 1TB SSD, Wi-Fi 5, Win11 Home, COU 32GB USB",224,5.0,0.0008912159527655545,out of stock,ASUS,ASUS Vivobook 16X F1605VA,16.0,Indie Black,1024,Core i7 Family,16,,,,,,,,,,,14.0,0.21875,5.41610040220442
760,"HP 17 17.3"" Touchscreen HD+ Business Laptop Computer, Intel Pentium N200(Up to 3.7Ghz), 16GB RAM, 1TB SSD, WiFi 6, Bluetooth 5.3, 1-Year Office 365, HDMI, Windows 11 Pro S, w/Stylus Pen+Hub+Battery",499,1.0,0.0008912159527655545,out of stock,HP,HP Laptop,17.3,Purple,1024,Intel Pentium 4 HT,16,,,,,,,,,,,31.1875,0.4873046875,6.214608098422191
761,"ASUS Zenbook 15 Business Slim Laptop, 15.6” FHD 100% sRGB, AMD Ryzen 5 7535U, Backlit Keyboard, Wi-Fi 6E, USB C, Windows 11 Home, w/Cloth (16GB LPDDR5 RAM | 1TB PCIe SSD)",799,4.5,0.0012811229321004845,out of stock,ASUS,Zenbook 15,15.6,Ponder Blue,1024,Ryzen 5,16,,,,,,,,,,,49.9375,0.7802734375,6.684611727667927
762,"2025 Latest 15.6'' Laptop Computer Windows 11, Intel Core i7-6500U Laptop 32GB DDR4 1TB SSD, FHD 1080P Display & Backlit Keyboard, Webcam,5G Wi-Fi, BT5.2, HDMI, USB3.0",459,5.0,0.0008912159527655545,out of stock,Tuonoyee,A12,15.6,Gray,1024,Intel Core i7,32,,,,,,,,,,,14.34375,0.4482421875,6.131226489483141
